Transaction,Purchase Date,Customer ID,Gender,Marital Status,Homeowner,Children,Annual Income,City,State or Province,Country,Product Family,Product Department,Product Category,Units Sold,Revenue
6485,07/03/2013,5921,F,M,Y,3,30K - 50K,Victoria,BC,Canada,Food,Snack Foods,Snack Foods,4,4.92
6486,07/03/2013,1578,F,M,Y,1,30K - 50K,Merida,Yucatan,Mexico,Drink,Beverages,Drinks,3,19.33
6487,07/03/2013,9868,F,M,N,1,70K - 90K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,5,5.08
6488,07/03/2013,3729,F,M,Y,4,10K - 30K,Vancouver,BC,Canada,Food,Snacks,Candy,4,19.08
6489,07/03/2013,472,F,M,Y,0,30K - 50K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,4,24.34
6490,07/03/2013,1491,F,M,Y,1,130K - 150K,Spokane,WA,USA,Food,Meat,Meat,3,18.93
6491,08/03/2013,3541,M,M,Y,2,50K - 70K,Seattle,WA,USA,Food,Canned Foods,Canned Soup,5,26.52
6492,08/03/2013,4355,F,M,N,0,30K - 50K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,21.08
6493,08/03/2013,10000,F,S,N,5,10K - 30K,Mexico City,DF,Mexico,Non-Consumable,Checkout,Miscellaneous,3,9.8
6494,08/03/2013,8087,F,M,Y,2,10K - 30K,Merida,Yucatan,Mexico,Food,Baked Goods,Bread,5,17.95
6495,08/03/2013,9625,F,M,Y,2,70K - 90K,Merida,Yucatan,Mexico,Food,Canned Foods,Vegetables,4,26.04
6496,08/03/2013,1783,M,M,Y,1,30K - 50K,San Diego,CA,USA,Food,Frozen Foods,Pizza,2,9.7
6497,08/03/2013,6203,F,S,N,2,70K - 90K,Portland,OR,USA,Non-Consumable,Household,Electrical,5,15.66
6498,08/03/2013,10003,F,S,Y,1,70K - 90K,San Diego,CA,USA,Food,Produce,Vegetables,3,11.58
6499,08/03/2013,4913,M,S,Y,1,90K - 110K,Merida,Yucatan,Mexico,Food,Snacks,Candy,4,16.86
6500,08/03/2013,9870,M,S,Y,1,110K - 130K,Walla Walla,WA,USA,Food,Snacks,Candy,2,3.09
6501,08/03/2013,4732,M,M,Y,1,50K - 70K,Camacho,Zacatecas,Mexico,Food,Eggs,Eggs,4,30.29
6502,08/03/2013,6788,F,M,Y,0,30K - 50K,Beverly Hills,CA,USA,Food,Produce,Vegetables,4,29.12
6503,08/03/2013,10154,F,M,Y,2,10K - 30K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,4,22.63
6504,08/03/2013,1259,F,M,N,0,10K - 30K,Hidalgo,Zacatecas,Mexico,Food,Snacks,Candy,6,38.63
6505,08/03/2013,5070,F,S,N,3,30K - 50K,Salem,OR,USA,Food,Snacks,Candy,3,25.58
6506,08/03/2013,4330,M,M,Y,4,30K - 50K,Salem,OR,USA,Food,Frozen Foods,Vegetables,6,12.3
6507,08/03/2013,248,M,S,N,1,30K - 50K,San Andres,DF,Mexico,Food,Snacks,Candy,5,16.46
6508,08/03/2013,6032,M,M,N,3,70K - 90K,San Andres,DF,Mexico,Food,Produce,Fruit,3,17.19
6509,08/03/2013,6527,F,S,Y,5,90K - 110K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,3,8.15
6510,08/03/2013,6260,F,S,Y,4,130K - 150K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,4,29.33
6511,08/03/2013,5310,M,S,N,4,70K - 90K,Bellingham,WA,USA,Food,Snack Foods,Snack Foods,4,2.34
6512,08/03/2013,6690,F,M,Y,2,30K - 50K,Tacoma,WA,USA,Food,Snacks,Candy,3,20.23
6513,08/03/2013,2099,M,M,Y,0,30K - 50K,Merida,Yucatan,Mexico,Food,Produce,Vegetables,4,15.3
6514,08/03/2013,1420,M,S,Y,2,150K +,Acapulco,Guerrero,Mexico,Food,Produce,Vegetables,2,12.92
6515,08/03/2013,2373,F,M,Y,4,30K - 50K,Salem,OR,USA,Non-Consumable,Household,Paper Products,3,21.36
6516,08/03/2013,5958,F,S,Y,3,90K - 110K,Salem,OR,USA,Food,Baked Goods,Bread,3,8.3
6517,08/03/2013,291,M,S,Y,1,90K - 110K,Vancouver,BC,Canada,Drink,Alcoholic Beverages,Beer and Wine,5,19.52
6518,09/03/2013,2475,F,S,N,5,30K - 50K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,4,14.04
6519,09/03/2013,4174,F,S,N,4,50K - 70K,Camacho,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Hygiene,6,17.04
6520,09/03/2013,9309,M,M,Y,4,10K - 30K,Tacoma,WA,USA,Food,Canned Foods,Canned Soup,3,11.22
6521,09/03/2013,4881,M,M,N,3,50K - 70K,Salem,OR,USA,Food,Baking Goods,Jams and Jellies,3,4.14
6522,09/03/2013,5172,M,S,N,2,30K - 50K,Orizaba,Veracruz,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,5,22.54
6523,09/03/2013,6750,M,M,Y,1,110K - 130K,San Andres,DF,Mexico,Food,Breakfast Foods,Breakfast Foods,4,1.72
6524,09/03/2013,2544,F,M,Y,4,90K - 110K,San Francisco,CA,USA,Food,Snack Foods,Snack Foods,3,5.37
6525,09/03/2013,5631,M,S,Y,5,110K - 130K,San Diego,CA,USA,Food,Baking Goods,Jams and Jellies,5,20.9
6526,09/03/2013,3239,F,S,N,4,50K - 70K,Tacoma,WA,USA,Food,Produce,Vegetables,4,4.84
6527,09/03/2013,5984,M,S,Y,1,130K - 150K,Tacoma,WA,USA,Non-Consumable,Household,Kitchen Products,5,18.27
6528,09/03/2013,2381,M,M,N,3,30K - 50K,Beverly Hills,CA,USA,Food,Deli,Meat,4,13.5
6529,09/03/2013,2591,F,S,Y,1,10K - 30K,Beverly Hills,CA,USA,Drink,Beverages,Carbonated Beverages,2,4.76
6530,09/03/2013,1550,F,S,N,2,30K - 50K,Orizaba,Veracruz,Mexico,Food,Frozen Foods,Vegetables,4,4.47
6531,09/03/2013,8548,M,S,Y,2,30K - 50K,San Andres,DF,Mexico,Food,Produce,Fruit,3,8.74
6532,09/03/2013,7176,M,M,N,4,30K - 50K,Orizaba,Veracruz,Mexico,Food,Produce,Vegetables,4,7.76
6533,09/03/2013,9197,M,M,Y,1,70K - 90K,Orizaba,Veracruz,Mexico,Food,Produce,Vegetables,5,9.87
6534,09/03/2013,10118,F,S,Y,1,150K +,Salem,OR,USA,Food,Baking Goods,Baking Goods,3,10.42
6535,09/03/2013,7075,F,M,Y,3,90K - 110K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,5,25.06
6536,09/03/2013,1005,M,S,Y,2,10K - 30K,Bremerton,WA,USA,Food,Baked Goods,Bread,4,10.21
6537,09/03/2013,2371,M,S,N,1,10K - 30K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Cold Remedies,3,2.92
6538,09/03/2013,5017,M,S,Y,1,70K - 90K,Victoria,BC,Canada,Non-Consumable,Health and Hygiene,Bathroom Products,4,9.26
6539,09/03/2013,3826,M,M,N,2,50K - 70K,Spokane,WA,USA,Food,Baking Goods,Jams and Jellies,6,12.43
6540,09/03/2013,5171,M,S,N,3,10K - 30K,Los Angeles,CA,USA,Food,Baked Goods,Bread,5,6.95
6541,09/03/2013,9451,F,M,Y,1,30K - 50K,Seattle,WA,USA,Food,Eggs,Eggs,3,20.49
6542,09/03/2013,6632,M,S,Y,0,70K - 90K,Merida,Yucatan,Mexico,Food,Baking Goods,Baking Goods,5,5.24
6543,09/03/2013,7793,M,M,Y,4,30K - 50K,Hidalgo,Zacatecas,Mexico,Food,Deli,Side Dishes,3,15.39
6544,09/03/2013,10114,F,M,Y,3,10K - 30K,Acapulco,Guerrero,Mexico,Food,Canned Foods,Vegetables,4,16.07
6545,09/03/2013,5159,M,M,Y,1,130K - 150K,Vancouver,BC,Canada,Food,Eggs,Eggs,4,4.68
6546,09/03/2013,1948,M,M,Y,1,130K - 150K,Acapulco,Guerrero,Mexico,Food,Dairy,Dairy,6,25.98
6547,10/03/2013,8775,F,M,Y,2,130K - 150K,Merida,Yucatan,Mexico,Food,Deli,Meat,3,16.01
6548,10/03/2013,10000,F,S,N,5,10K - 30K,Mexico City,DF,Mexico,Food,Snack Foods,Snack Foods,4,24.1
6549,10/03/2013,7016,F,S,N,1,30K - 50K,Hidalgo,Zacatecas,Mexico,Food,Dairy,Dairy,3,5.36
6550,10/03/2013,7812,F,S,N,1,50K - 70K,Merida,Yucatan,Mexico,Food,Frozen Foods,Vegetables,4,4.14
6551,10/03/2013,8231,F,M,N,4,10K - 30K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,6,20.18
6552,10/03/2013,9819,M,M,Y,2,50K - 70K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,4,11.5
6553,10/03/2013,430,M,S,Y,3,90K - 110K,Spokane,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,18.08
6554,10/03/2013,4386,M,S,N,5,10K - 30K,Hidalgo,Zacatecas,Mexico,Food,Eggs,Eggs,3,10.92
6555,10/03/2013,6027,M,M,Y,1,50K - 70K,Acapulco,Guerrero,Mexico,Non-Consumable,Household,Cleaning Supplies,5,9.84
6556,10/03/2013,7862,M,M,Y,4,30K - 50K,Spokane,WA,USA,Drink,Beverages,Drinks,6,20.98
6557,10/03/2013,9510,F,S,N,5,70K - 90K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,7,25.94
6558,10/03/2013,6709,M,S,N,0,10K - 30K,Portland,OR,USA,Food,Frozen Foods,Frozen Entrees,4,35.19
6559,10/03/2013,3242,F,S,N,3,10K - 30K,Bremerton,WA,USA,Drink,Beverages,Pure Juice Beverages,2,1.46
6560,10/03/2013,9775,F,S,N,2,30K - 50K,Beverly Hills,CA,USA,Food,Breakfast Foods,Breakfast Foods,4,14.48
6561,10/03/2013,7654,F,S,Y,4,130K - 150K,Seattle,WA,USA,Drink,Beverages,Drinks,5,18.68
6562,10/03/2013,7522,M,M,Y,3,70K - 90K,Salem,OR,USA,Food,Produce,Vegetables,4,18.56
6563,10/03/2013,2448,F,S,Y,1,10K - 30K,Spokane,WA,USA,Food,Breakfast Foods,Breakfast Foods,3,20.49
6564,10/03/2013,76,F,S,N,1,70K - 90K,Bremerton,WA,USA,Food,Produce,Fruit,5,30.87
6565,10/03/2013,10001,F,M,N,1,30K - 50K,Merida,Yucatan,Mexico,Food,Produce,Vegetables,3,12.56
6566,10/03/2013,4231,F,S,N,3,30K - 50K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Decongestants,3,5.38
6567,10/03/2013,1718,M,S,N,4,30K - 50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,3,11.07
6568,10/03/2013,2762,M,S,N,2,70K - 90K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,4,6.34
6569,10/03/2013,3970,M,S,N,2,30K - 50K,Beverly Hills,CA,USA,Food,Snacks,Candy,5,4.33
6570,10/03/2013,7356,F,M,N,4,10K - 30K,Merida,Yucatan,Mexico,Non-Consumable,Household,Plastic Products,3,15.53
6571,10/03/2013,8212,F,S,N,2,30K - 50K,Vancouver,BC,Canada,Food,Frozen Foods,Frozen Desserts,4,3.67
6572,10/03/2013,272,F,S,N,0,30K - 50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,4,18.15
6573,10/03/2013,2201,F,M,Y,2,30K - 50K,Spokane,WA,USA,Drink,Beverages,Carbonated Beverages,3,11.36
6574,10/03/2013,7828,M,M,Y,3,50K - 70K,Portland,OR,USA,Food,Produce,Vegetables,4,4.68
6575,10/03/2013,10080,M,M,Y,5,130K - 150K,Beverly Hills,CA,USA,Food,Starchy Foods,Starchy Foods,7,15.6
6576,10/03/2013,864,F,S,Y,3,90K - 110K,San Diego,CA,USA,Food,Produce,Fruit,3,3.65
6577,11/03/2013,5908,F,S,N,2,10K - 30K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,6,20.06
6578,11/03/2013,341,M,M,Y,1,10K - 30K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,8.57
6579,11/03/2013,2094,F,M,Y,2,90K - 110K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,5,12.56
6580,11/03/2013,8777,M,M,Y,0,70K - 90K,Tacoma,WA,USA,Food,Frozen Foods,Vegetables,6,8.06
6581,11/03/2013,8483,F,M,Y,3,30K - 50K,Seattle,WA,USA,Food,Breakfast Foods,Breakfast Foods,4,13.83
6582,11/03/2013,2795,M,M,Y,3,10K - 30K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,3,4.5
6583,11/03/2013,7977,F,M,Y,1,70K - 90K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Periodicals,Magazines,4,5.68
6584,11/03/2013,4846,M,S,Y,3,30K - 50K,Tacoma,WA,USA,Food,Canned Foods,Canned Soup,3,28.66
6585,11/03/2013,6087,M,M,Y,4,30K - 50K,Salem,OR,USA,Food,Baking Goods,Baking Goods,5,4.13
6586,11/03/2013,6227,F,M,Y,3,50K - 70K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Periodicals,Magazines,5,15.48
6587,11/03/2013,9435,F,S,Y,1,10K - 30K,San Andres,DF,Mexico,Food,Baking Goods,Baking Goods,3,1.75
6588,11/03/2013,10093,M,M,Y,2,30K - 50K,Bellingham,WA,USA,Non-Consumable,Carousel,Specialty,3,15.46
6589,11/03/2013,9134,M,M,Y,5,70K - 90K,Yakima,WA,USA,Food,Snack Foods,Snack Foods,2,19.08
6590,11/03/2013,4983,M,S,N,2,10K - 30K,Acapulco,Guerrero,Mexico,Food,Produce,Vegetables,6,16.46
6591,11/03/2013,1418,F,S,Y,4,90K - 110K,Bellingham,WA,USA,Non-Consumable,Household,Electrical,4,9.94
6592,11/03/2013,1377,M,S,Y,3,10K - 30K,Merida,Yucatan,Mexico,Food,Baking Goods,Baking Goods,5,11.56
6593,11/03/2013,3982,F,S,N,3,30K - 50K,Merida,Yucatan,Mexico,Non-Consumable,Household,Kitchen Products,5,6.27
6594,11/03/2013,654,F,M,Y,3,130K - 150K,San Diego,CA,USA,Food,Breakfast Foods,Breakfast Foods,4,7.25
6595,11/03/2013,2494,F,M,Y,1,50K - 70K,Beverly Hills,CA,USA,Food,Canned Foods,Canned Soup,5,8.37
6596,11/03/2013,5069,M,S,N,0,50K - 70K,San Andres,DF,Mexico,Food,Seafood,Seafood,4,18.23
6597,11/03/2013,4938,F,S,N,4,30K - 50K,Salem,OR,USA,Food,Frozen Foods,Meat,5,6.7
6598,11/03/2013,430,M,S,Y,3,90K - 110K,Spokane,WA,USA,Non-Consumable,Household,Paper Products,3,10.71
6599,11/03/2013,2814,M,S,Y,4,30K - 50K,Acapulco,Guerrero,Mexico,Food,Baking Goods,Jams and Jellies,5,6.35
6600,11/03/2013,9592,M,S,N,2,10K - 30K,Acapulco,Guerrero,Mexico,Food,Frozen Foods,Frozen Desserts,3,12.07
6601,11/03/2013,7793,M,M,Y,4,30K - 50K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Clams,4,11.39
6602,12/03/2013,6957,F,S,N,2,30K - 50K,Spokane,WA,USA,Non-Consumable,Household,Cleaning Supplies,4,15.77
6603,12/03/2013,8717,F,M,N,1,50K - 70K,Tacoma,WA,USA,Food,Canned Foods,Canned Soup,3,12.41
6604,12/03/2013,272,F,S,N,0,30K - 50K,Hidalgo,Zacatecas,Mexico,Drink,Alcoholic Beverages,Beer and Wine,5,4.91
6605,12/03/2013,6822,F,S,N,5,10K - 30K,Portland,OR,USA,Food,Baking Goods,Jams and Jellies,6,6.51
6606,12/03/2013,3587,M,M,Y,3,10K - 30K,Los Angeles,CA,USA,Food,Produce,Specialty,5,8.52
6607,12/03/2013,5974,F,S,Y,4,30K - 50K,Beverly Hills,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,2,1.28
6608,12/03/2013,1003,M,M,Y,3,30K - 50K,Tacoma,WA,USA,Food,Produce,Vegetables,4,8.58
6609,12/03/2013,6722,M,S,N,1,70K - 90K,Vancouver,BC,Canada,Food,Frozen Foods,Vegetables,5,7.74
6610,12/03/2013,7451,F,S,Y,4,30K - 50K,Victoria,BC,Canada,Food,Baking Goods,Baking Goods,6,19.32
6611,12/03/2013,7711,M,M,Y,3,70K - 90K,Merida,Yucatan,Mexico,Food,Baking Goods,Jams and Jellies,4,11.83
6612,12/03/2013,9671,M,M,N,4,30K - 50K,Salem,OR,USA,Food,Produce,Fruit,4,5.58
6613,12/03/2013,7476,F,S,Y,3,70K - 90K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,4,3.72
6614,12/03/2013,7726,F,S,N,1,10K - 30K,Vancouver,BC,Canada,Food,Produce,Vegetables,3,31.27
6615,12/03/2013,9307,M,M,Y,3,10K - 30K,Portland,OR,USA,Non-Consumable,Household,Electrical,7,20.02
6616,12/03/2013,5294,F,S,N,4,10K - 30K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,4,3.21
6617,12/03/2013,2099,M,M,Y,0,30K - 50K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,3,11.46
6618,12/03/2013,8752,F,S,N,3,10K - 30K,Orizaba,Veracruz,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,3,3.06
6619,12/03/2013,5787,F,S,Y,4,30K - 50K,Victoria,BC,Canada,Food,Snacks,Candy,3,20.72
6620,12/03/2013,7782,F,S,N,3,30K - 50K,Hidalgo,Zacatecas,Mexico,Food,Dairy,Dairy,4,28.73
6621,12/03/2013,5029,M,M,Y,3,70K - 90K,San Andres,DF,Mexico,Non-Consumable,Household,Cleaning Supplies,3,11.42
6622,12/03/2013,9134,M,M,Y,5,70K - 90K,Yakima,WA,USA,Food,Produce,Vegetables,6,15.72
6623,12/03/2013,9238,M,S,Y,2,10K - 30K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Pizza,5,25.36
6624,12/03/2013,1853,F,S,N,4,10K - 30K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,4,13.75
6625,13/03/2013,5148,F,S,Y,0,30K - 50K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Soup,2,5.4
6626,13/03/2013,7893,M,M,N,2,30K - 50K,Portland,OR,USA,Food,Snack Foods,Snack Foods,5,22.2
6627,13/03/2013,6569,M,M,Y,2,30K - 50K,Merida,Yucatan,Mexico,Food,Baking Goods,Jams and Jellies,3,4.86
6628,13/03/2013,9815,M,M,Y,5,30K - 50K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,4,6.55
6629,13/03/2013,8326,F,M,Y,1,10K - 30K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,3,3.62
6630,13/03/2013,9184,M,S,Y,0,30K - 50K,Bremerton,WA,USA,Food,Deli,Meat,2,11.7
6631,13/03/2013,3197,F,S,N,5,50K - 70K,Yakima,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,2.91
6632,13/03/2013,1958,F,S,Y,4,150K +,Mexico City,DF,Mexico,Food,Snack Foods,Snack Foods,4,8.02
6633,13/03/2013,7281,F,M,Y,2,70K - 90K,Tacoma,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,3,17.47
6634,13/03/2013,614,M,M,Y,2,70K - 90K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,4,11.73
6635,13/03/2013,3360,M,M,Y,1,70K - 90K,Salem,OR,USA,Food,Produce,Vegetables,3,5.95
6636,13/03/2013,7580,F,S,N,2,110K - 130K,Tacoma,WA,USA,Food,Produce,Specialty,4,5.42
6637,13/03/2013,1111,M,M,N,1,10K - 30K,San Francisco,CA,USA,Food,Baking Goods,Baking Goods,3,3.87
6638,13/03/2013,414,F,M,Y,3,30K - 50K,Vancouver,BC,Canada,Food,Produce,Fruit,3,4.69
6639,13/03/2013,9150,F,M,Y,1,10K - 30K,Victoria,BC,Canada,Food,Frozen Foods,Breakfast Foods,4,7.67
6640,13/03/2013,937,F,M,Y,4,10K - 30K,Beverly Hills,CA,USA,Food,Starchy Foods,Starchy Foods,4,2.1
6641,13/03/2013,7842,F,S,Y,2,110K - 130K,Seattle,WA,USA,Food,Produce,Fruit,3,16.19
6642,13/03/2013,9019,M,M,N,4,50K - 70K,Beverly Hills,CA,USA,Food,Breakfast Foods,Breakfast Foods,5,2.88
6643,13/03/2013,5707,F,M,N,5,50K - 70K,Yakima,WA,USA,Food,Produce,Packaged Vegetables,4,12.53
6644,13/03/2013,7035,F,M,Y,3,50K - 70K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,4,13.99
6645,13/03/2013,8533,F,S,N,1,30K - 50K,Vancouver,BC,Canada,Food,Starchy Foods,Starchy Foods,4,18.43
6646,13/03/2013,6113,F,S,N,0,130K - 150K,Spokane,WA,USA,Non-Consumable,Household,Electrical,4,12.64
6647,13/03/2013,5852,M,M,Y,0,30K - 50K,Acapulco,Guerrero,Mexico,Food,Eggs,Eggs,5,25.4
6648,14/03/2013,4021,M,M,N,3,30K - 50K,Spokane,WA,USA,Food,Canned Foods,Canned Soup,3,15.95
6649,14/03/2013,9945,M,M,Y,1,30K - 50K,San Andres,DF,Mexico,Food,Deli,Meat,2,6.77
6650,14/03/2013,405,F,S,Y,3,30K - 50K,Beverly Hills,CA,USA,Food,Starchy Foods,Starchy Foods,6,16.27
6651,14/03/2013,4804,F,M,Y,4,70K - 90K,Salem,OR,USA,Food,Canned Foods,Canned Soup,7,25.81
6652,14/03/2013,6161,F,S,N,1,10K - 30K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,5,13.45
6653,14/03/2013,6934,F,S,N,4,70K - 90K,Hidalgo,Zacatecas,Mexico,Food,Produce,Fruit,4,10.8
6654,14/03/2013,10173,F,M,N,0,30K - 50K,Spokane,WA,USA,Food,Baking Goods,Baking Goods,4,11.32
6655,14/03/2013,9778,M,S,Y,1,90K - 110K,Mexico City,DF,Mexico,Non-Consumable,Household,Electrical,3,7.44
6656,14/03/2013,1366,F,S,N,4,90K - 110K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,19.17
6657,14/03/2013,3172,F,M,Y,1,10K - 30K,Seattle,WA,USA,Food,Eggs,Eggs,3,12.47
6658,14/03/2013,3760,F,S,N,4,70K - 90K,San Andres,DF,Mexico,Drink,Beverages,Carbonated Beverages,5,33.93
6659,14/03/2013,8139,M,S,N,0,50K - 70K,Portland,OR,USA,Food,Produce,Vegetables,4,7.35
6660,14/03/2013,4198,F,M,Y,5,70K - 90K,Orizaba,Veracruz,Mexico,Food,Baking Goods,Baking Goods,4,14.74
6661,14/03/2013,3797,M,M,Y,5,50K - 70K,San Diego,CA,USA,Food,Dairy,Dairy,5,24.55
6662,14/03/2013,9143,F,M,Y,5,50K - 70K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,6,35.78
6663,14/03/2013,8815,F,M,Y,2,10K - 30K,Los Angeles,CA,USA,Non-Consumable,Household,Plastic Products,4,8.55
6664,14/03/2013,2802,F,M,Y,5,30K - 50K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,3,16.82
6665,14/03/2013,6693,F,M,Y,2,50K - 70K,Vancouver,BC,Canada,Food,Baking Goods,Baking Goods,2,8.83
6666,14/03/2013,5851,F,M,N,1,30K - 50K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,4,11.93
6667,14/03/2013,2656,F,M,Y,2,10K - 30K,Salem,OR,USA,Food,Meat,Meat,5,9.66
6668,14/03/2013,9625,F,M,Y,2,70K - 90K,Merida,Yucatan,Mexico,Food,Baked Goods,Bread,3,4.28
6669,14/03/2013,7359,F,M,N,4,10K - 30K,Salem,OR,USA,Drink,Dairy,Dairy,3,5.69
6670,14/03/2013,7121,F,S,N,4,70K - 90K,Camacho,Zacatecas,Mexico,Drink,Alcoholic Beverages,Beer and Wine,5,13.02
6671,14/03/2013,5473,F,S,Y,1,10K - 30K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,21.6
6672,14/03/2013,7171,M,S,N,3,30K - 50K,Yakima,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,4,9.39
6673,14/03/2013,9752,F,M,Y,1,50K - 70K,Tacoma,WA,USA,Food,Snacks,Candy,3,22.41
6674,15/03/2013,6652,F,M,Y,3,70K - 90K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,6,8.84
6675,15/03/2013,2974,M,M,N,1,30K - 50K,Acapulco,Guerrero,Mexico,Food,Canned Foods,Vegetables,3,7.66
6676,15/03/2013,8708,F,M,Y,1,130K - 150K,Mexico City,DF,Mexico,Food,Frozen Foods,Meat,5,9.67
6677,15/03/2013,950,M,S,Y,4,30K - 50K,Salem,OR,USA,Food,Baked Goods,Bread,6,12.62
6678,15/03/2013,5944,M,S,N,2,30K - 50K,Bremerton,WA,USA,Food,Produce,Vegetables,6,18.24
6679,15/03/2013,4205,M,M,Y,0,50K - 70K,Seattle,WA,USA,Food,Deli,Meat,3,9.16
6680,15/03/2013,8638,F,M,Y,1,30K - 50K,Beverly Hills,CA,USA,Food,Canned Foods,Canned Soup,3,14.33
6681,15/03/2013,568,M,S,N,1,30K - 50K,Mexico City,DF,Mexico,Non-Consumable,Health and Hygiene,Cold Remedies,2,1.88
6682,15/03/2013,9634,M,M,Y,3,110K - 130K,Orizaba,Veracruz,Mexico,Food,Produce,Vegetables,6,23.69
6683,15/03/2013,1763,M,M,Y,4,50K - 70K,Portland,OR,USA,Food,Dairy,Dairy,5,18.96
6684,15/03/2013,7308,M,M,Y,2,130K - 150K,San Andres,DF,Mexico,Food,Produce,Vegetables,3,11.55
6685,15/03/2013,3010,M,S,Y,3,90K - 110K,Los Angeles,CA,USA,Food,Frozen Foods,Pizza,4,4.1
6686,15/03/2013,7356,F,M,N,4,10K - 30K,Merida,Yucatan,Mexico,Food,Deli,Meat,6,10.87
6687,15/03/2013,10001,F,M,N,1,30K - 50K,Merida,Yucatan,Mexico,Non-Consumable,Carousel,Specialty,3,8.28
6688,15/03/2013,1722,F,S,N,3,30K - 50K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Hygiene,5,13.88
6689,15/03/2013,8463,M,M,N,1,30K - 50K,Yakima,WA,USA,Food,Produce,Vegetables,4,10.98
6690,15/03/2013,4225,M,S,N,1,110K - 130K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Periodicals,Magazines,2,6.42
6691,15/03/2013,6311,M,S,Y,2,70K - 90K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,10.05
6692,15/03/2013,7134,F,M,Y,5,30K - 50K,Hidalgo,Zacatecas,Mexico,Drink,Alcoholic Beverages,Beer and Wine,5,9.72
6693,15/03/2013,6001,F,M,N,2,90K - 110K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,4.53
6694,15/03/2013,6138,F,M,Y,5,70K - 90K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,3,7.68
6695,15/03/2013,3602,F,S,N,4,30K - 50K,Orizaba,Veracruz,Mexico,Food,Frozen Foods,Vegetables,3,11.16
6696,15/03/2013,5290,M,S,N,1,30K - 50K,Vancouver,BC,Canada,Drink,Beverages,Hot Beverages,5,1.77
6697,15/03/2013,2500,F,M,Y,0,30K - 50K,Merida,Yucatan,Mexico,Food,Baking Goods,Jams and Jellies,6,20.59
6698,15/03/2013,7055,M,M,N,3,130K - 150K,Hidalgo,Zacatecas,Mexico,Food,Eggs,Eggs,6,8.7
6699,15/03/2013,8849,M,S,Y,2,30K - 50K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Pain Relievers,2,15.28
